,civil,prediction
41,"[ < none > - > pulsar : / / localhost : 6650 ] failed to establish connection : connection refused even the simple one gives the same error : consumer = client . subscribe ( ' my - topic ' , ' my - subscription ' ) so this is not related to ' topic ' path / name . it crashes at this line inside : c . _ consumer = self . _ client . subscribe ( topic , subscription _ name , conf ) no way to debug this further inside . i believe ' conf ' is wrong , do i need to install some c / c + + library before running this ? gurgen",0
42,"where the temporary directory will now be ` elasticsearch . xxxxxxx . < eight random characters > ` . that ' s ugly , and macos is so popular a development platform i would not want to do that . given a workaround exists , and we don ' t want to take on code for other development platforms , i am going to close this pull request .",1
43,"i am able to reproduce this now : 1 . user sends a message to your group : you will hear the group sound ( as expected ) 2 . user sends a message directly to you : you will hear the user ' s sound ( as expected ) 3 . user sends a message to your group : * * you will hear the user ' s sound * * ( this is ab ) signal 4 . 33 . 5 , android pie",0
44,5 . 1 - i still see this issue in android 5 . 1 . 1,0
45,"some usage imp . are you sure you want them to not have a chance to understand what they ' re doing at least at the level at which a decent threat model wizard could explain it ? ) it doesn ' t even have to be a startup wizard - you can keep just the "" revolution vs . casual texing "" question at the startup and put the threat model wizard right in the settings menu - so the security section of the settings menu wouldn ' t just show you all the detailed options directly but ask you first if you know what you '",0
46,"thanks for the detailed bug report ! ! ! you can send me the log file ( manfred at bitsquare dot io ) together with trade id and txids . it looks that the log file for payout tx was not successful and need to be redone manually . no worry no fund ever lost . i would recommend after we have resolved that to start over with a new app and new data directory , seems there are some database files screwed up . you can export your payment accounts and re - import them . see http",1
47,"@ user i have not tested the issue with linux , but you can try a few other things : - increase window size , - add more arrays & allocations , - decrease allocation size ( curiously , a 10 times larger array than what ' s in the example works fine ) . if you have a modern machine , it might be able to handle a lot more & faster than mine . generally try doing something time consuming after ` size ( ) ` . another example : ` ` ` java void setup ( ) { size ( 600 , 600 ) ; / / fix : ellipse ( 100 , 100 , 50 , 50 ) ; loadpixels ( ) ; upd",0
48,i suppose youtube changed something in its page layout .,0
49,it isn ' t supposed to .,1
50,"fwiw , i ' ve been testing my app on genymotion , galaxy nexus and s4 today and haven ' t seen the bug at all . they ' re all 4 . x devices though .",1
51,i end up stuck with multiple slots on my shiny server and have to add the same people every time . with this many people it is getting incredibly inconvenient .,1
52,what a shame : (,1
53,"oh man , jarhell checks ? i guess you should enable jarhell checks in your app . i will use this as an example for everybody complaining in the future .",0
54,"i think we ' re at the mercy of gstreamer here , it ' s not something we can fix .",1
55,holy f * twk this issues opened on 21 dec 2015 and no import from csv to database ( ( 3 years gone ),1
56,"there is no real need for test scope in 99 % of the cases so in upcoming version this might be the way to go . for instance all our rest tests run against such a cluster , they are way more reliable than all other tests .",0
57,i just tested the same thing on ` demo . thingsboard . io ` and can not reproduce the problem . a diff between v2 . 5 . 2 and develop / 3 . 1 shows no changes to anything coap related . w ?,0
58,- 1 to enable by default . that ' s terrible !,0
59,"using sleep not the best solution whenever in my cases it won ' t work 100 % in all cases . i have tried out lots of different workaround and no one worked for me well . that is real pain in the face , especially as we heavily use this component .",0
60,"sorry to paraphrase what you said ; as no exception is thrown in this operation on the primary shard it will be repeated on the replica shards , which is pointless and we should prevent this ? a naive / ugly approach would be to check that the primary ' s response version is the requested version and therefore that a change happened , erm i ' ll look into it now .",1
61,"rd indicator and it ' s features ( i . a . full text search ) , so i didn ' t bother testing other clipboard managers . but if i can test something specifically to help resolve this issue , let me know !",0
62,looks like you ' re ready to open a pr !,1
63,"stalled . - ` stuff - name . jar ` : the extension name is different from the service name , so it should fail after having accepted installation . - ` stuff . jar ` : it now has even more ` stuff ` . please keep this version installed and add subscriptions and remote playlists from various services . when i post the next version , it will have a different db scheme , so the migration for that should be tested .",0
64,"my hardware to bigger numbers but i don ' t need it . after 24h , when some of the documents with the same id comes in , the performance drops from 300 documents to 500 documents per second , even less , then the cpu skyrockets and iowait takes most of my resources . i tried changing the batch size , the threads , but no solution found . i wanted to underline that you don ' t need duplicate documents in the same bulk request to trigger this ugly performance issue . you just need to update a few existing documents per request",0
65,"where ? this is the best i could find . . . * no official helpdocs for endusers whatsoever = = http * github - based quasi - official helpdocs give no detailed instructions whatsoever = = http * 2017 tacitly - official comment by moxie0 says to try googling ( tm ) to learn how = = http * 2018 unofficial - comment with somewhat detailed instructions = = http ( "" open a command prompt "" is not really aimed at the everyday enduser from the whatsapp crowd however ! ) * 2014 unofficial - commenttwo with significantly different",0
66,githubusercontent . com / 5811393 / 41500883 - 7e68a2b2 - 719a - 11e8 - 8943 - 5a31da6246a1 . png ) . . . then i ractivated the realtime protection . and it ' s allright . god windows !,0
67,uments in a log - like file for ecs . hope this rambling make sense . thank you for the valuable input !,0
68,"i ' m sorry , i didn ' t understand your comment .",0
69,closing . the pr contains changes from multiple branches . . . i hate . . . .,1
70,"t behavior from "" hey everyone that person you have stored in your addressbook for some possibly creepy reason is now on signal ! spook them out ! "" to that stalker having to [ look up on wikihow ] ( https : / / www . wikihow . com / know - if - a - contact - is - using - signal ) a way to spy . i cannot find a single open one that speaks to this at all , though i do understand that ending the functional directory of signal users is a goal : http ( though that ' s so focused on the technical , hiding stuff from your own phone , that i ' m still",0
71,i don ' t think we ' re really ever going to get more info .,0
72,"like a paper trail . sometimes , when i ' m alone in the dark , i like to break all the things .",0
73,"tty common nowadays ) . in fact , it would be nice to have a bresenham implementation which yields the best possible results .",0
74,relevant reading material : http http looks like there is a fix but pretty .,0
75,the less maven the better,1
76,"i disagree on anything looking outdated in v 5 . 6 * . that is just something a stubborn developer made up in order to greenwash this meager new ui . nobody with a brain actually using email would prefer this garbage over the older look . it ' s not opinion , it ' s fact . it ' s over for k9 . someone should fork the older code , insert the back - end upgrades and release a truely new version under a new name , not this disaster of a ' redesign ' .",0
77,"> nack lack of code formatting . hi , fixed and non - fixed .",0
78,Yuuuup,1
79,"@ user id , you right . . the first command that works is ` ` ` colttt @ graylog ~ # echo ' { "" version "" : "" 1 . 1 "" , "" host "" : "" example . org "" , "" short _ message "" : "" a short message that helps you identify what is going on "" , "" full _ message "" : "" backtrace here \ n \ nmore stuff "" , "" level "" : 1 , "" _ user _ id "" : 9001 , "" _ some _ info "" : "" foo "" , "" _ some _ env _ var "" : "" bar "" } ' | nc - w 1 - u syslog . example . de 12200 ` ` `",0
80,"@ user the stars are just decoration . i thought it would look better . tho i don ' t have an idea how to style up the header . however i thought about letting the user decide what he wants to see on his main page , so instead of just letting him see a kiosk we could add something to the settings so he can set a channel / the channel view / feed / blank page / or kiosk . now i would like to list the available kiosks in the dropdownmenue . ( not as separate fragments ) . also as headline of the main page id like to put th",0
81,"e row being animated . that wasn ' t very smooth and also had some strange issues like the list position going w after opening the keyboard . however , i found that setting a delay on the animation startup makes it somewhat less time consuming . that way the empty space will first appear and the animation will come in a little later , instead of both things happening at once . it ' s not perfect but it ' s the best i can come up with . since the amount of "" bounce "" in the ` overshootinterpolator ` can be configured , i tri",0
82,"imply a burst of 500 mb transfer in 10s for instance if you set 1 mb of limit ( so 500s ) . what kind of example do you have ? moreover , what version do you use ( since this traffic was improve / corrected in the last versions 3 . 9 , 4 . 0 4 . 1 , and master ) ?",0
83,the next days it will be released . i want to get the windows code signing in as well . . . still waiting for the . cert . . . .,0
84,"ion . alternatively , idea . no . launcher = true can be set in the idea . properties file which can be accessed under help > edit custom properties ( this will require a restart of idea ) . for idea 2017 . 3 and above , in addition to the jvm option , you will need to go to run - > edit configurations - > . . . - > defaults - > junit and verify that the shorten command line setting is set to user - local default : none . you may also need to remove ant - javafx . jar from your classpath if that is reported as a source of jar . no . to run an",0
85,"has there been any progress on this ? i ' m now in the midst of my third es implementation and this is the third time this issue came up : ) is http related ? it bears the name "" changes api "" but seems to resemble something else ( notifications for outside es ? ) . currently i ' m planning to have an alias for writing pointing to multiple indices but doing the writes manually by : - read the aliases to figure out to which indices it points - write to all these indices in a loop the nasty things here are : - every ti",0
86,"> i tried the same thing when vpn is off , still same thing . tested it without vpn again and this time with google play , and sure than it does work . so this is an google play issie , signal is forcing users to use google play services , like they also do with the standalone apk that lacks updates . so now i have 2 options , one is to spread my butcheeks and install google gay services , and the other one is to have a broken app . did china or russie take signal over that we are not aware off ? because the only op",0
87,"those self - closing tags are the result of the smart - badass "" copy html "" function of the browser , they are actually closed as they should ( i . e . < span > < / span > ) , will edit it later when i can ( the whole document is far too large to be a viable option ) . i know the xpath is still open , but it can ' t any other way ( trust me on that ) , neither is that the point here . the app is not in my control , and most of the html is dynamically generated .",0
88,ha awesome .,0
89,"but then again , in sanity testing i ' ve discovered that ` / etc / suse - release ` is only a thing on "" real "" suse ( not opensuse ) . pr on hold until i figure out the correct test .",0
90,"i used btc for the trade fees . where do i see my onion address ? i see only "" makers onion address "" during the process . isn ' t asking for this public - ally compromising peoples anonymity ? i mean i throw mine away by enabling all those ins network settings so i can as well post that , went back to default network settings but it bother me how you claim bisq for such great privacy and they you ask people for all their logs and info in a $ m $ m $ owned public platform . so people who want to help fix your",0
91,@ user yes we can close this one in favor of http sorry @ user i was right .,0
92,"@ user this still regularly happens for me , so i would argue this needs to be reopened . it ' s the worst bug i ' ve experienced with signal by far because it makes some conversations near - impossible on mobile and screws up the backup .",1
93,asble signatures . how is that a bad user experience ? > reply to this email directly or view it on github : > http,0
94,"yes . i have an uncommitted change on my laptop that removes analyzer . type type . type . columntype is a different type , and will take a lot more work to remove .",0
95,5 22 : 24 plugin - descriptor . properties 14573 09 - 07 - 15 22 : 27 repository - hdfs - 3 . 0 . 0 - snapshot . jar 592008 06 - 18 - 15 17 : 27 http 282793 06 - 18 - 15 17 : 27 http 62050 01 - 19 - 15 09 : 24 commons - logging - 1 . 1 . 3 . jar - - - - - - - - - - - - - - - 953868 5 files ` ` `,0
96,i ' m so sorry - > i ' m a complete cryptanalyst . we distribute the org . jkiss . dbeaver . core . prefs from a central server to all clients and at some point someone added statement . invalid . before . execute = true which causes disconnects on every execution . i seriously didn ' t know such an option exists .,0
97,so .,0
98,it would be so good to have a usable documentation and repl somewhere . writing a lot of scripts is like a pain painkiller in the united states right now . : (,0
99,i hate you for being so much of a pain painkiller and .,1
100,"> what about using . openapi - generator - ignore to have complete control on what files to skip during code generation ? i think it would not work . documentation says : > create a file named . openapi - generator - ignore in the root of the output directory with the contents when doing a * * sbt clean * * , the output directory of openapi is deleted , meaning my . openapi - generator - ignore would also be deleted . in addition of that , adding a target / generated / build directory in vcs would be a bad practice , and i don '",0
101,that ' s a bug in your code,1
102,"come on , travis , you can do it !",1
103,seems to have worked now several times . hopefully i didn ' t miss out on rocket ' s performance by my code too many times .,0
104,creating a connection just to be able to import a csv as data into a database is always fraught with problems and is frankly a total pain in the butt . no other db or crm management tool in the world requires that much work to simply load a csv . this is a deal breaker feature for me because the process of creating a connection for flat files always fails and is not portable ( have to do it everywhere i use the tool and it ' s unique to the machine since the source is local ) .,1
105,"` ` ` oops ! using the same client and the same msxdn . bigbluebutton server , the bug is not reproducable : ( so it must be something with an ubuntu client and an ubuntu server ` ` ` reported by ` derarnold @ web . de ` on 2011 - 01 - 14 11 : 46 : 30",0
106,o nevermind then i didn ' t see your latest reply ! ! !,1
107,i hate the idea of adding another ui setting . but having the option to turn off support for stars entirely doesn ' t sound too bad .,1
108,". . . the build is failing because the material dialogs author @ user has deleted the release from bintray . . . this isn ' t the first time it ' s happened either , we should probably consider trying to get rid of this dependency . it looks like we ' ll need to update the library version and add jitpack as a repository : http updating the library version probably requires us to update to sdk 23 though , which will also break the travis file . . build",0
109,"mail classes are likely to be loaded at server level and thus will have only one default mapping . alternatively , we can allow developers to configure a set of mime type mappings in their config files which spring will use on a message - by - message basis and thus will not impact on anything that j2ee servers do to the overall javamail framework . using this mechanism i can merge the defaults into the per - message context , so anyone who wants to use a mime . types file can and anyone who doesn ' t will simply .",0
110,"thank god , i thought i was going crazy . happens to me when i use navigation and my bluetooth headset on the motorbike .",1
111,"@ user it ' s bad news for us , unfortunately , but we ' ll try to somehow avoid the jar jar jar jar problem , thank you for your effort and time !",0
112,( astm . java : 166 ) [ elasticsearch - 7 . 16 . 1 . jar : 7 . 16 . 1 ] at org . elasticsearch . bootstrap . elasticsearch . execute ( elasticsearch . java : 157 ) [ elasticsearch - 7 . 16 . 1 . jar : 7 . 16 . 1 ] at org . elasticsearch . cli . environmentawarecommand . execute ( environmentawarecommand . java : 77 ) [ elasticsearch - 7 . 16 . 1 . jar : 7 . 16 . 1 ],0
113,"@ user i didnt know you trying to use "" documents "" to protect you from the world . i would ' nt pull again . anyway you can ' t protect yourself using this technique sign - and enter . i can prove i made this code having it before the code come to the repository , and since it get there without my sign it be equals staling code . so , sign or no sign - always possible to make you / google guilty and violating copyright slavery . . . just make it simple , opensource and fun . btw i ' m not going to sue anyway . just show you h",0
114,"re always subject of mis , and even if the illegal copies are just online for a few days or weeks , they might generate enough revenue for the publisher , hence rendering any takedown pretty deductive . here ' s a few options i thought about : - we could add a constraint to the license forbid any publishing on google play ( and those asian and arabic app stores ) without consent of team newpipe ' s administrative board . this would be a measure that you could enforce legally , especially on google play ( beca",0
115,"the "" signal "" notification is a terrible mis - feature . i don ' t care so much how it ' s done ( i found it quickly in the faq ) as the fact that it ' s done at all and i can ' t turn it off . what if i don ' t want my contacts to know i am using signal ? scenario : i work in some high - flying place with a lot of paranoia , say the us white - house . anyone using signal is immediately under suspicion of being a "" leak "" . most of the people i work with are in each others ' address books . when i install signal , it alerts my",0
116,""" + 1 "" doesn ' t bring anything to the discussion , it ' s spam . when you post here , emails go out to many people . if everyone posted "" me too "" , it would be chaos . this project is oss , if you really want something , it ' s best to show it by just implementing it . on mon , feb 2 , 2015 at 11 : 13 pm , vaxquis notifications @ github . com wrote : > . . . , i would just cast my vote on this . . . _ if there was a voting system > on github _ . . . > > isaacs / github # 9 http > isaacs / github # 209 http > > http > > etc . ; that ' s why i stil",0
117,"one * * two * * * solution i thought is to create a new class and copy the content of ` webmvctypeexcludefilter ` into it , and then use this insteadly .",0
118,"btw , i have not read your responses to my comments yet .",1
119,"@ user note , the slideshow above doesn ' t include the new item "" see other viewers in the user ' s list "" [ toggle butt ] . we ' ll want to make sure that also gets added .",1
120,"# # # # # what the hell snot is wrong with u lol . i just told you man , background player . . click on that",1
121,"arch . bootstrap . elasticsearch . main ( elasticsearch . java : 122 ) [ elasticsearch - 7 . 16 . 1 . jar : 7 . 16 . 1 ] at org . elasticsearch . bootstrap . elasticsearch . main ( elasticsearch . java : 80 ) [ elasticsearch - 7 . 16 . 1 . jar : 7 . 16 . 1 ] [ 2021 - 12 - 14t10 : 11 : 30 , 115 ] [ error ] [ o . e . b . elasticsearchuncaughtexceptionhandler ] [ log ] uncaught exception in thread [ main ] org . elasticsearch . bootstrap . startupexception : java . lang . jar2 : jar4j ! class : org . apache . logging . log4j . log jar1 : / usr / share / elasticsearch / jar2 / log4j - api - 2 . 16 . 0 . jar jar2 :",0
122,"ouch , messy indeed . . . why not make a new platform called armv6hf and never distinguish between 32 - and 64 - bit ? technically it ' s linux , but there ' s no need for it to be identified as "" linux "" for the way that we use the platform code . and why are all new jogl binaries , for all platforms , added here ?",1
123,aren ' t you in a corporate network or under the firewall ?,1
124,"orrect . it should be 9 and only 9 and never anything else . i think "" a little later "" will always happen , but i don ' t want to count on it . this is why we shouldn ' t make the path "" myobject . province . id "" and it should just be "" myobject . province "" 2 ) a more dangerous scenario is the province ' s changes being cascaded by the underlying database , which causes more checks that the developers has to make = more b . let ' s say we change ontario ' s id to 13 . if hibernate should decide that we really want this change",0
125,only audio plays . this behaviour is identical to what backgroundplayer do . what are you really asking for ? if i will switch to backgroundplayer then there will be an audio la ( between transition for loading audio ) and user will can ' t switch to video next time he opens an app . and there will be two services running . and mainvideoplayer will need to setup binding with backgroundplayer . it will make things work bad . if you really know how to make it good feel free to make commits . > please add an element to the setting,0
126,"nd ansible scripts come in . the points you ' ve raised have been raised in this issue tracker and in the mailing lists countless times , and good answers have been given there , so give those a read if you ' re interested . i understand the motivation for this issue ( complaining and making excuses is always easier than taking action ) but if we want anything good to come out of this , please propose some clear and actionable points so that even if you ( or whoever else ) can ' t , someone else can improve the installation e",0
127,atepixels ( ) } void draw ( ) { } ` ` `,0
128,"this is absolutely bad ! only i can say you is try to upgrade the amlogic media decoders in another way you should use software decoder and this is a really good solution for ideia , but i think will be 300 % better than this frozen every 5 / 10 seconds . like you can see in # 678 you can select the codec .",0
129,"oh my god , i thought this had merged",1
130,"( he really isn ' t alone on this , it ' s just the one i picked on ; - )",0
131,nik did you dig deeper here ?,1
132,Ouch. A lot of ouch.,1
133,/ log / bigbluebutton / bbb - rap - worker . log - this is the second server i have changed just because of this problem . please let us know what could be the wrong .,0
134,"ntial , or at least it hasn ' t been essential so far . more : there is no way to achieve from java the performance attained using cleaner , and this is why it is so widely used . cleaner , on the other hand , is a convenience in that it allows programmers not to have to worry about freeing resources that they have allocated . overusing cleaner can cause contention , and block g operations . see http there are other attempts to create public cleaners , but from what i have read , with varied success . directbytebu",0
135,w ? > now there is missed : . . .,0
136,tly or view it on GitHub > http > .,0
137,"agmenting ? > > — > > you are receiving this because you are subscribed to this thread . > reply to this email directly , view it on github > < https : / / github . com / prestodb / presto / pull / 12747 ? email _ source = notifications & email _ token = [UNK] # pullrequestreview - 238213296 > , > or mute the thread > < https : / / github . com / notifications / unsubscribe - auth / afugdd3572uqg2vfkhddjg3pvuds7ancnfsm4hjof5xa > > . >",0
138,"e program back to optimum performance . ( surprisingly , ` decimalformat ` isn ' t much faster than ` string . format ( ) ` , either )",0
139,"sorry , my english is very bad , i tried to explain this issue . i was reading http related code , i am very confused , because i think the following code should never be executed . ` ` ` if ( length < contentread ) { out . add ( message ) ; out . add ( new defaulthttpcontent ( readbytes ( ctx . alloc ( ) , buffer , toread ) ) ) ; return ; } ` ` ` here is my derivation : ` ` ` int toread = ( int ) length - contentread ; ` ` ` after executing the above code , we get : ` length = toread + contentre",0
140,otal time : 01 : 38 min total time : 07 : 23 min total time : 01 : 13 min total time : 19 : 24 min total time : 03 : 57 min total time : 03 : 07 min total time : 01 : 46 min total time : 02 : 23 min total time : 01 : 03 min total time : 03 : 44 min ` ` ` ` new times : ` ` ` ` total time : 00 : 01 total time : 00 : 46 total time : 01 : 22 min total time : 01 : 06 min total time : 02 : 07 min total time : 05 : 51 min total time : 00 : 38 total time : 01 : 04 min total time : 00 : 50 total time : 04 : 05 min total time : 02 : 52 min total time : 00 : 30 total time : 01 : 06 min .,0
141,"closing due to branch line duplication , replaced by # 71035",0
142,"yeah so i ' m going to join the club here . sometimes , like 10 % of the time , messages only arrive when i open the app . i have a galaxy nexus and this happened with bot kitkat pa and stock jelly bean . i ' m running the latter now , and i ' m really curious what ' s up . i did a clean install and everything , so i doubt it ' s my phone . i personally think it ' s gapps screwing me over , but i ' m not sure . any ideas ?",1
143,"ooh . not exactly a showstopper , i know !",1
144,* samza . . . phone autocorrect is being .,0
145,using goog . provide and es6 import in the same file is not allowed . the fix will be to get a compiler warning instead of crashing .,1
146,"i ' ll pull the patch and take look later this afternoon , but this looks even better than i ' d imagined .",0
147,did you solve this ?,1
